utterance_id,wav_path,session_id,dialog_id,dialog_type,speaker_id,speaker_gender,gender,emotion_label,layer,norm
Ses01F_script01_1_F023,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F023.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,0,3.0981268882751465
Ses01F_script01_1_F023,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F023.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,6,2.2669849395751953
Ses01F_script01_1_F023,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F023.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,12,4.02757453918457
Ses01F_script01_1_F024,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F024.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,0,3.417719841003418
Ses01F_script01_1_F024,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F024.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,6,2.7465319633483887
Ses01F_script01_1_F024,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F024.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,12,5.72465181350708
Ses01F_script01_1_F025,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F025.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,0,2.762479305267334
Ses01F_script01_1_F025,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F025.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,6,2.4627747535705566
Ses01F_script01_1_F025,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F025.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,12,5.3879499435424805
Ses01F_script01_1_F026,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F026.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,0,3.2540855407714844
Ses01F_script01_1_F026,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F026.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,6,2.5416765213012695
Ses01F_script01_1_F026,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F026.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,12,6.137857437133789
Ses01F_script01_1_F027,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F027.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,0,3.497650623321533
Ses01F_script01_1_F027,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F027.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,6,2.5697624683380127
Ses01F_script01_1_F027,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F027.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,12,6.082149982452393
Ses01F_script01_1_F028,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F028.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,0,3.049865245819092
Ses01F_script01_1_F028,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F028.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,6,2.563180685043335
Ses01F_script01_1_F028,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F028.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,12,6.332119941711426
Ses01F_script01_1_F029,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F029.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,0,2.6248905658721924
Ses01F_script01_1_F029,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F029.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,6,2.186140537261963
Ses01F_script01_1_F029,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F029.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,12,5.113357067108154
Ses01F_script01_1_F030,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F030.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,0,4.307736396789551
Ses01F_script01_1_F030,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F030.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,6,3.045092821121216
Ses01F_script01_1_F030,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F030.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,12,5.749993801116943
Ses01F_script01_1_F031,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F031.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,0,4.245931625366211
Ses01F_script01_1_F031,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F031.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,6,3.349090099334717
Ses01F_script01_1_F031,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F031.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,12,8.59264087677002
Ses01F_script01_1_F032,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F032.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,0,3.503659963607788
Ses01F_script01_1_F032,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F032.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,6,2.735186815261841
Ses01F_script01_1_F032,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F032.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,12,6.7482757568359375
Ses01F_script01_1_F033,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F033.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,0,3.093832492828369
Ses01F_script01_1_F033,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F033.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,6,2.737839698791504
Ses01F_script01_1_F033,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F033.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,12,6.54362678527832
Ses01F_script01_1_F034,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F034.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,neu,0,4.68528938293457
Ses01F_script01_1_F034,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F034.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,neu,6,3.3052146434783936
Ses01F_script01_1_F034,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F034.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,neu,12,7.015244483947754
Ses01F_script01_1_F035,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F035.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,ang,0,3.647843599319458
Ses01F_script01_1_F035,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F035.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,ang,6,3.11639142036438
Ses01F_script01_1_F035,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F035.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,ang,12,7.349120140075684
Ses01F_script01_1_F037,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F037.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,ang,0,2.8325798511505127
Ses01F_script01_1_F037,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F037.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,ang,6,2.3672573566436768
Ses01F_script01_1_F037,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F037.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,ang,12,5.203493118286133
Ses01F_script01_1_F038,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F038.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,ang,0,2.3892154693603516
Ses01F_script01_1_F038,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F038.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,ang,6,2.4660472869873047
Ses01F_script01_1_F038,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F038.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,ang,12,5.044212818145752
Ses01F_script01_1_F039,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F039.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,0,3.3918871879577637
Ses01F_script01_1_F039,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F039.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,6,2.4777095317840576
Ses01F_script01_1_F039,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F039.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,12,6.41643762588501
Ses01F_script01_1_F040,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F040.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,0,4.042453289031982
Ses01F_script01_1_F040,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F040.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,6,3.0650887489318848
Ses01F_script01_1_F040,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F040.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,12,7.2120890617370605
Ses01F_script01_1_F041,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F041.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,ang,0,2.3479785919189453
Ses01F_script01_1_F041,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F041.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,ang,6,2.125537395477295
Ses01F_script01_1_F041,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F041.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,ang,12,5.183684349060059
Ses01F_script01_1_F042,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F042.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,ang,0,3.189112424850464
Ses01F_script01_1_F042,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F042.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,ang,6,2.9061567783355713
Ses01F_script01_1_F042,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F042.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,ang,12,7.129674434661865
Ses01F_script01_1_F043,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F043.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,0,4.099008083343506
Ses01F_script01_1_F043,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F043.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,6,3.3668315410614014
Ses01F_script01_1_F043,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F043.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,12,7.683157444000244
Ses01F_script01_1_F044,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F044.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,0,5.20303201675415
Ses01F_script01_1_F044,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F044.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,6,4.208917617797852
Ses01F_script01_1_F044,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F044.wav,Session1,Ses01F_script01_1,script,Session1_F,F,female,fru,12,6.995245456695557
Ses01F_script01_1_M000,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M000.wav,Session1,Ses01F_script01_1,script,Session1_M,M,male,neu,0,5.31419563293457
Ses01F_script01_1_M000,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M000.wav,Session1,Ses01F_script01_1,script,Session1_M,M,male,neu,6,4.6296186447143555
Ses01F_script01_1_M000,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M000.wav,Session1,Ses01F_script01_1,script,Session1_M,M,male,neu,12,8.199715614318848
Ses01F_script01_1_M001,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M001.wav,Session1,Ses01F_script01_1,script,Session1_M,M,male,neu,0,4.986098289489746
Ses01F_script01_1_M001,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M001.wav,Session1,Ses01F_script01_1,script,Session1_M,M,male,neu,6,4.127272605895996
Ses01F_script01_1_M001,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M001.wav,Session1,Ses01F_script01_1,script,Session1_M,M,male,neu,12,7.150227069854736
Ses01F_script01_1_M002,/home/takamichi-lab-pc07/research/music_foundation_analysis/data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M002.wav,Session1,Ses01F_script01_1,script,Session1_M,M,male,neu,0,4.26314640045166
